Gnucap 2009.12.07 RCS 26.136
The Gnu Circuit Analysis Package
Never trust any version less than 1.0
Copyright 1982-2009, Albert Davis
Gnucap comes with ABSOLUTELY NO WARRANTY
This is free software, and you are welcome
to redistribute it under the terms of 
the GNU General Public License, version 3 or later.
See the file "COPYING" for details.
******************************************************************************** 
#Freq       VDB(R3)    VDB(2)     VP(R3)     VP(2)     
 10.134E+3 -21.033    -12.067E-6  1.4819     17.923E-6 
 10.136E+3 -21.031    -12.067E-6  1.4819     17.919E-6 
 10.138E+3 -21.029    -12.067E-6  1.4819     17.915E-6 
 10.141E+3 -21.027    -12.067E-6  1.4818     17.911E-6 
 10.143E+3 -21.025    -12.067E-6  1.4818     17.907E-6 
 10.145E+3 -21.023    -12.067E-6  1.4818     17.903E-6 
 10.148E+3 -21.021    -12.066E-6  1.4818     17.899E-6 
 10.15E+3  -21.019    -12.066E-6  1.4818     17.895E-6 
 10.152E+3 -21.017    -12.066E-6  1.4817     17.891E-6 
 10.155E+3 -21.015    -12.066E-6  1.4817     17.887E-6 
 10.157E+3 -21.013    -12.066E-6  1.4817     17.883E-6 
 10.159E+3 -21.011    -12.066E-6  1.4817     17.879E-6 
 10.162E+3 -21.009    -12.066E-6  1.4817     17.875E-6 
 10.164E+3 -21.007    -12.066E-6  1.4816     17.87E-6  
 10.166E+3 -21.005    -12.066E-6  1.4816     17.866E-6 
 10.169E+3 -21.003    -12.066E-6  1.4816     17.862E-6 
 10.171E+3 -21.001    -12.066E-6  1.4816     17.858E-6 
 10.173E+3 -20.999    -12.066E-6  1.4816     17.854E-6 
 10.176E+3 -20.997    -12.066E-6  1.4815     17.85E-6  
 10.178E+3 -20.995    -12.066E-6  1.4815     17.846E-6 
 10.181E+3 -20.993    -12.066E-6  1.4815     17.842E-6 
 10.183E+3 -20.991    -12.066E-6  1.4815     17.838E-6 
 10.185E+3 -20.989    -12.066E-6  1.4815     17.834E-6 
 10.188E+3 -20.987    -12.066E-6  1.4814     17.83E-6  
 10.19E+3  -20.985    -12.066E-6  1.4814     17.826E-6 
 10.192E+3 -20.983    -12.066E-6  1.4814     17.822E-6 
 10.195E+3 -20.981    -12.066E-6  1.4814     17.818E-6 
 10.197E+3 -20.979    -12.066E-6  1.4814     17.814E-6 
 10.199E+3 -20.977    -12.066E-6  1.4813     17.81E-6  
 10.202E+3 -20.975    -12.065E-6  1.4813     17.806E-6 
 10.204E+3 -20.973    -12.065E-6  1.4813     17.802E-6 
 10.206E+3 -20.971    -12.065E-6  1.4813     17.798E-6 
 10.209E+3 -20.969    -12.065E-6  1.4813     17.794E-6 
 10.211E+3 -20.967    -12.065E-6  1.4812     17.789E-6 
 10.213E+3 -20.965    -12.065E-6  1.4812     17.785E-6 
 10.216E+3 -20.963    -12.065E-6  1.4812     17.781E-6 
 10.218E+3 -20.961    -12.065E-6  1.4812     17.777E-6 
 10.22E+3  -20.959    -12.065E-6  1.4812     17.773E-6 
 10.223E+3 -20.957    -12.065E-6  1.4811     17.769E-6 
 10.225E+3 -20.955    -12.065E-6  1.4811     17.765E-6 
 10.228E+3 -20.953    -12.065E-6  1.4811     17.761E-6 
 10.23E+3  -20.951    -12.065E-6  1.4811     17.757E-6 
 10.232E+3 -20.949    -12.065E-6  1.481      17.753E-6 
 10.235E+3 -20.948    -12.065E-6  1.481      17.749E-6 
 10.237E+3 -20.946    -12.065E-6  1.481      17.745E-6 
 10.239E+3 -20.944    -12.065E-6  1.481      17.741E-6 
 10.242E+3 -20.942    -12.065E-6  1.481      17.737E-6 
 10.244E+3 -20.94     -12.065E-6  1.4809     17.733E-6 
 10.246E+3 -20.938    -12.065E-6  1.4809     17.729E-6 
 10.249E+3 -20.936    -12.065E-6  1.4809     17.725E-6 
 10.251E+3 -20.934    -12.065E-6  1.4809     17.721E-6 
 10.253E+3 -20.932    -12.064E-6  1.4809     17.717E-6 
 10.256E+3 -20.93     -12.064E-6  1.4808     17.713E-6 
 10.258E+3 -20.928    -12.064E-6  1.4808     17.709E-6 
 10.261E+3 -20.926    -12.064E-6  1.4808     17.705E-6 
 10.263E+3 -20.924    -12.064E-6  1.4808     17.701E-6 
 10.265E+3 -20.922    -12.064E-6  1.4808     17.697E-6 
 10.268E+3 -20.92     -12.064E-6  1.4807     17.693E-6 
 10.27E+3  -20.918    -12.064E-6  1.4807     17.689E-6 
 10.272E+3 -20.916    -12.064E-6  1.4807     17.685E-6 
 10.275E+3 -20.914    -12.064E-6  1.4807     17.681E-6 
 10.277E+3 -20.912    -12.064E-6  1.4807     17.677E-6 
 10.279E+3 -20.91     -12.064E-6  1.4806     17.673E-6 
 10.282E+3 -20.908    -12.064E-6  1.4806     17.669E-6 
 10.284E+3 -20.906    -12.064E-6  1.4806     17.665E-6 
 10.287E+3 -20.904    -12.064E-6  1.4806     17.661E-6 
 10.289E+3 -20.902    -12.064E-6  1.4806     17.657E-6 
 10.291E+3 -20.9      -12.064E-6  1.4805     17.653E-6 
 10.294E+3 -20.898    -12.064E-6  1.4805     17.649E-6 
 10.296E+3 -20.896    -12.064E-6  1.4805     17.645E-6 
 10.298E+3 -20.894    -12.064E-6  1.4805     17.641E-6 
 10.301E+3 -20.892    -12.064E-6  1.4805     17.637E-6 
 10.303E+3 -20.89     -12.064E-6  1.4804     17.633E-6 
 10.306E+3 -20.888    -12.063E-6  1.4804     17.629E-6 
 10.308E+3 -20.886    -12.063E-6  1.4804     17.625E-6 
 10.31E+3  -20.884    -12.063E-6  1.4804     17.621E-6 
 10.313E+3 -20.882    -12.063E-6  1.4803     17.617E-6 
 10.315E+3 -20.88     -12.063E-6  1.4803     17.613E-6 
 10.317E+3 -20.878    -12.063E-6  1.4803     17.609E-6 
 10.32E+3  -20.876    -12.063E-6  1.4803     17.605E-6 
 10.322E+3 -20.874    -12.063E-6  1.4803     17.601E-6 
 10.325E+3 -20.872    -12.063E-6  1.4802     17.597E-6 
 10.327E+3 -20.87     -12.063E-6  1.4802     17.593E-6 
 10.329E+3 -20.868    -12.063E-6  1.4802     17.589E-6 
 10.332E+3 -20.866    -12.063E-6  1.4802     17.585E-6 
 10.334E+3 -20.864    -12.063E-6  1.4802     17.581E-6 
 10.336E+3 -20.862    -12.063E-6  1.4801     17.577E-6 
 10.339E+3 -20.86     -12.063E-6  1.4801     17.573E-6 
 10.341E+3 -20.858    -12.063E-6  1.4801     17.569E-6 
 10.344E+3 -20.856    -12.063E-6  1.4801     17.565E-6 
 10.346E+3 -20.854    -12.063E-6  1.4801     17.561E-6 
 10.348E+3 -20.852    -12.063E-6  1.48       17.557E-6 
 10.351E+3 -20.85     -12.063E-6  1.48       17.553E-6 
 10.353E+3 -20.848    -12.063E-6  1.48       17.549E-6 
 10.355E+3 -20.846    -12.062E-6  1.48       17.545E-6 
 10.358E+3 -20.844    -12.062E-6  1.48       17.541E-6 
 10.36E+3  -20.842    -12.062E-6  1.4799     17.537E-6 
 10.363E+3 -20.84     -12.062E-6  1.4799     17.533E-6 
 10.365E+3 -20.838    -12.062E-6  1.4799     17.529E-6 
 10.367E+3 -20.836    -12.062E-6  1.4799     17.525E-6 
 10.37E+3  -20.834    -12.062E-6  1.4798     17.521E-6 
 10.372E+3 -20.832    -12.062E-6  1.4798     17.517E-6 
 10.375E+3 -20.83     -12.062E-6  1.4798     17.513E-6 
 10.377E+3 -20.828    -12.062E-6  1.4798     17.509E-6 
 10.379E+3 -20.827    -12.062E-6  1.4798     17.505E-6 
 10.382E+3 -20.825    -12.062E-6  1.4797     17.501E-6 
 10.384E+3 -20.823    -12.062E-6  1.4797     17.497E-6 
 10.387E+3 -20.821    -12.062E-6  1.4797     17.493E-6 
 10.389E+3 -20.819    -12.062E-6  1.4797     17.489E-6 
 10.391E+3 -20.817    -12.062E-6  1.4797     17.485E-6 
 10.394E+3 -20.815    -12.062E-6  1.4796     17.481E-6 
 10.396E+3 -20.813    -12.062E-6  1.4796     17.477E-6 
 10.398E+3 -20.811    -12.062E-6  1.4796     17.473E-6 
 10.401E+3 -20.809    -12.062E-6  1.4796     17.469E-6 
 10.403E+3 -20.807    -12.062E-6  1.4796     17.465E-6 
 10.406E+3 -20.805    -12.062E-6  1.4795     17.461E-6 
 10.408E+3 -20.803    -12.061E-6  1.4795     17.457E-6 
 10.41E+3  -20.801    -12.061E-6  1.4795     17.453E-6 
 10.413E+3 -20.799    -12.061E-6  1.4795     17.45E-6  
 10.415E+3 -20.797    -12.061E-6  1.4795     17.446E-6 
 10.418E+3 -20.795    -12.061E-6  1.4794     17.442E-6 
 10.42E+3  -20.793    -12.061E-6  1.4794     17.438E-6 
 10.422E+3 -20.791    -12.061E-6  1.4794     17.434E-6 
 10.425E+3 -20.789    -12.061E-6  1.4794     17.43E-6  
 10.427E+3 -20.787    -12.061E-6  1.4793     17.426E-6 
 10.43E+3  -20.785    -12.061E-6  1.4793     17.422E-6 
 10.432E+3 -20.783    -12.061E-6  1.4793     17.418E-6 
 10.434E+3 -20.781    -12.061E-6  1.4793     17.414E-6 
 10.437E+3 -20.779    -12.061E-6  1.4793     17.41E-6  
 10.439E+3 -20.777    -12.061E-6  1.4792     17.406E-6 
 10.442E+3 -20.775    -12.061E-6  1.4792     17.402E-6 
 10.444E+3 -20.773    -12.061E-6  1.4792     17.398E-6 
 10.446E+3 -20.771    -12.061E-6  1.4792     17.394E-6 
 10.449E+3 -20.769    -12.061E-6  1.4792     17.39E-6  
 10.451E+3 -20.767    -12.061E-6  1.4791     17.386E-6 
 10.454E+3 -20.765    -12.061E-6  1.4791     17.382E-6 
 10.456E+3 -20.763    -12.061E-6  1.4791     17.378E-6 
 10.459E+3 -20.761    -12.06E-6   1.4791     17.374E-6 
 10.461E+3 -20.759    -12.06E-6   1.4791     17.371E-6 
 10.463E+3 -20.757    -12.06E-6   1.479      17.367E-6 
 10.466E+3 -20.755    -12.06E-6   1.479      17.363E-6 
 10.468E+3 -20.753    -12.06E-6   1.479      17.359E-6 
 10.471E+3 -20.751    -12.06E-6   1.479      17.355E-6 
 10.473E+3 -20.749    -12.06E-6   1.4789     17.351E-6 
 10.475E+3 -20.747    -12.06E-6   1.4789     17.347E-6 
 10.478E+3 -20.745    -12.06E-6   1.4789     17.343E-6 
 10.48E+3  -20.743    -12.06E-6   1.4789     17.339E-6 
 10.483E+3 -20.741    -12.06E-6   1.4789     17.335E-6 
 10.485E+3 -20.739    -12.06E-6   1.4788     17.331E-6 
 10.487E+3 -20.737    -12.06E-6   1.4788     17.327E-6 
 10.49E+3  -20.735    -12.06E-6   1.4788     17.323E-6 
 10.492E+3 -20.733    -12.06E-6   1.4788     17.319E-6 
 10.495E+3 -20.731    -12.06E-6   1.4788     17.315E-6 
 10.497E+3 -20.729    -12.06E-6   1.4787     17.311E-6 
 10.5E+3   -20.727    -12.06E-6   1.4787     17.308E-6 
 10.502E+3 -20.725    -12.06E-6   1.4787     17.304E-6 
 10.504E+3 -20.723    -12.06E-6   1.4787     17.3E-6   
 10.507E+3 -20.721    -12.06E-6   1.4787     17.296E-6 
 10.509E+3 -20.719    -12.059E-6  1.4786     17.292E-6 
 10.512E+3 -20.717    -12.059E-6  1.4786     17.288E-6 
 10.514E+3 -20.715    -12.059E-6  1.4786     17.284E-6 
 10.516E+3 -20.713    -12.059E-6  1.4786     17.28E-6  
 10.519E+3 -20.711    -12.059E-6  1.4785     17.276E-6 
 10.521E+3 -20.709    -12.059E-6  1.4785     17.272E-6 
 10.524E+3 -20.708    -12.059E-6  1.4785     17.268E-6 
 10.526E+3 -20.706    -12.059E-6  1.4785     17.264E-6 
 10.529E+3 -20.704    -12.059E-6  1.4785     17.261E-6 
 10.531E+3 -20.702    -12.059E-6  1.4784     17.257E-6 
 10.533E+3 -20.7      -12.059E-6  1.4784     17.253E-6 
 10.536E+3 -20.698    -12.059E-6  1.4784     17.249E-6 
 10.538E+3 -20.696    -12.059E-6  1.4784     17.245E-6 
 10.541E+3 -20.694    -12.059E-6  1.4784     17.241E-6 
 10.543E+3 -20.692    -12.059E-6  1.4783     17.237E-6 
 10.546E+3 -20.69     -12.059E-6  1.4783     17.233E-6 
 10.548E+3 -20.688    -12.059E-6  1.4783     17.229E-6 
 10.55E+3  -20.686    -12.059E-6  1.4783     17.225E-6 
 10.553E+3 -20.684    -12.059E-6  1.4783     17.221E-6 
 10.555E+3 -20.682    -12.059E-6  1.4782     17.217E-6 
 10.558E+3 -20.68     -12.059E-6  1.4782     17.214E-6 
 10.56E+3  -20.678    -12.058E-6  1.4782     17.21E-6  
 10.563E+3 -20.676    -12.058E-6  1.4782     17.206E-6 
 10.565E+3 -20.674    -12.058E-6  1.4781     17.202E-6 
 10.567E+3 -20.672    -12.058E-6  1.4781     17.198E-6 
 10.57E+3  -20.67     -12.058E-6  1.4781     17.194E-6 
 10.572E+3 -20.668    -12.058E-6  1.4781     17.19E-6  
 10.575E+3 -20.666    -12.058E-6  1.4781     17.186E-6 
 10.577E+3 -20.664    -12.058E-6  1.478      17.182E-6 
 10.58E+3  -20.662    -12.058E-6  1.478      17.178E-6 
 10.582E+3 -20.66     -12.058E-6  1.478      17.175E-6 
 10.584E+3 -20.658    -12.058E-6  1.478      17.171E-6 
 10.587E+3 -20.656    -12.058E-6  1.478      17.167E-6 
 10.589E+3 -20.654    -12.058E-6  1.4779     17.163E-6 
 10.592E+3 -20.652    -12.058E-6  1.4779     17.159E-6 
 10.594E+3 -20.65     -12.058E-6  1.4779     17.155E-6 
 10.597E+3 -20.648    -12.058E-6  1.4779     17.151E-6 
 10.599E+3 -20.646    -12.058E-6  1.4778     17.147E-6 
 10.602E+3 -20.644    -12.058E-6  1.4778     17.143E-6 
 10.604E+3 -20.642    -12.058E-6  1.4778     17.14E-6  
 10.606E+3 -20.64     -12.058E-6  1.4778     17.136E-6 
 10.609E+3 -20.638    -12.058E-6  1.4778     17.132E-6 
 10.611E+3 -20.636    -12.057E-6  1.4777     17.128E-6 
 10.614E+3 -20.634    -12.057E-6  1.4777     17.124E-6 
 10.616E+3 -20.632    -12.057E-6  1.4777     17.12E-6  
 10.619E+3 -20.63     -12.057E-6  1.4777     17.116E-6 
 10.621E+3 -20.628    -12.057E-6  1.4777     17.112E-6 
 10.624E+3 -20.626    -12.057E-6  1.4776     17.108E-6 
 10.626E+3 -20.624    -12.057E-6  1.4776     17.105E-6 
 10.628E+3 -20.622    -12.057E-6  1.4776     17.101E-6 
 10.631E+3 -20.62     -12.057E-6  1.4776     17.097E-6 
 10.633E+3 -20.618    -12.057E-6  1.4775     17.093E-6 
 10.636E+3 -20.616    -12.057E-6  1.4775     17.089E-6 
 10.638E+3 -20.614    -12.057E-6  1.4775     17.085E-6 
 10.641E+3 -20.612    -12.057E-6  1.4775     17.081E-6 
 10.643E+3 -20.61     -12.057E-6  1.4775     17.077E-6 
 10.646E+3 -20.608    -12.057E-6  1.4774     17.074E-6 
 10.648E+3 -20.606    -12.057E-6  1.4774     17.07E-6  
 10.651E+3 -20.604    -12.057E-6  1.4774     17.066E-6 
 10.653E+3 -20.602    -12.057E-6  1.4774     17.062E-6 
 10.655E+3 -20.6      -12.057E-6  1.4774     17.058E-6 
 10.658E+3 -20.598    -12.057E-6  1.4773     17.054E-6 
 10.66E+3  -20.596    -12.056E-6  1.4773     17.05E-6  
 10.663E+3 -20.594    -12.056E-6  1.4773     17.047E-6 
 10.665E+3 -20.593    -12.056E-6  1.4773     17.043E-6 
 10.668E+3 -20.591    -12.056E-6  1.4772     17.039E-6 
 10.67E+3  -20.589    -12.056E-6  1.4772     17.035E-6 
 10.673E+3 -20.587    -12.056E-6  1.4772     17.031E-6 
 10.675E+3 -20.585    -12.056E-6  1.4772     17.027E-6 
 10.678E+3 -20.583    -12.056E-6  1.4772     17.023E-6 
 10.68E+3  -20.581    -12.056E-6  1.4771     17.019E-6 
 10.682E+3 -20.579    -12.056E-6  1.4771     17.016E-6 
 10.685E+3 -20.577    -12.056E-6  1.4771     17.012E-6 
 10.687E+3 -20.575    -12.056E-6  1.4771     17.008E-6 
 10.69E+3  -20.573    -12.056E-6  1.4771     17.004E-6 
 10.692E+3 -20.571    -12.056E-6  1.477      17.E-6    
 10.695E+3 -20.569    -12.056E-6  1.477      16.996E-6 
 10.697E+3 -20.567    -12.056E-6  1.477      16.992E-6 
 10.7E+3   -20.565    -12.056E-6  1.477      16.989E-6 
 10.702E+3 -20.563    -12.056E-6  1.4769     16.985E-6 
 10.705E+3 -20.561    -12.056E-6  1.4769     16.981E-6 
 10.707E+3 -20.559    -12.056E-6  1.4769     16.977E-6 
 10.71E+3  -20.557    -12.056E-6  1.4769     16.973E-6 
 10.712E+3 -20.555    -12.055E-6  1.4769     16.969E-6 
 10.714E+3 -20.553    -12.055E-6  1.4768     16.966E-6 
 10.717E+3 -20.551    -12.055E-6  1.4768     16.962E-6 
 10.719E+3 -20.549    -12.055E-6  1.4768     16.958E-6 
 10.722E+3 -20.547    -12.055E-6  1.4768     16.954E-6 
 10.724E+3 -20.545    -12.055E-6  1.4768     16.95E-6  
 10.727E+3 -20.543    -12.055E-6  1.4767     16.946E-6 
 10.729E+3 -20.541    -12.055E-6  1.4767     16.942E-6 
 10.732E+3 -20.539    -12.055E-6  1.4767     16.939E-6 
 10.734E+3 -20.537    -12.055E-6  1.4767     16.935E-6 
 10.737E+3 -20.535    -12.055E-6  1.4766     16.931E-6 
 10.739E+3 -20.533    -12.055E-6  1.4766     16.927E-6 
 10.742E+3 -20.531    -12.055E-6  1.4766     16.923E-6 
 10.744E+3 -20.529    -12.055E-6  1.4766     16.919E-6 
 10.747E+3 -20.527    -12.055E-6  1.4766     16.916E-6 
 10.749E+3 -20.525    -12.055E-6  1.4765     16.912E-6 
 10.752E+3 -20.523    -12.055E-6  1.4765     16.908E-6 
 10.754E+3 -20.521    -12.055E-6  1.4765     16.904E-6 
 10.756E+3 -20.519    -12.055E-6  1.4765     16.9E-6   
 10.759E+3 -20.517    -12.055E-6  1.4765     16.896E-6 
 10.761E+3 -20.515    -12.054E-6  1.4764     16.893E-6 
 10.764E+3 -20.513    -12.054E-6  1.4764     16.889E-6 
 10.766E+3 -20.511    -12.054E-6  1.4764     16.885E-6 
 10.769E+3 -20.509    -12.054E-6  1.4764     16.881E-6 
 10.771E+3 -20.507    -12.054E-6  1.4763     16.877E-6 
 10.774E+3 -20.505    -12.054E-6  1.4763     16.873E-6 
 10.776E+3 -20.503    -12.054E-6  1.4763     16.87E-6  
 10.779E+3 -20.501    -12.054E-6  1.4763     16.866E-6 
 10.781E+3 -20.499    -12.054E-6  1.4763     16.862E-6 
 10.784E+3 -20.497    -12.054E-6  1.4762     16.858E-6 
 10.786E+3 -20.495    -12.054E-6  1.4762     16.854E-6 
 10.789E+3 -20.493    -12.054E-6  1.4762     16.851E-6 
 10.791E+3 -20.491    -12.054E-6  1.4762     16.847E-6 
 10.794E+3 -20.489    -12.054E-6  1.4762     16.843E-6 
 10.796E+3 -20.487    -12.054E-6  1.4761     16.839E-6 
 10.799E+3 -20.485    -12.054E-6  1.4761     16.835E-6 
 10.801E+3 -20.483    -12.054E-6  1.4761     16.831E-6 
 10.804E+3 -20.482    -12.054E-6  1.4761     16.828E-6 
 10.806E+3 -20.48     -12.054E-6  1.476      16.824E-6 
 10.809E+3 -20.478    -12.054E-6  1.476      16.82E-6  
 10.811E+3 -20.476    -12.053E-6  1.476      16.816E-6 
 10.814E+3 -20.474    -12.053E-6  1.476      16.812E-6 
 10.816E+3 -20.472    -12.053E-6  1.476      16.809E-6 
 10.819E+3 -20.47     -12.053E-6  1.4759     16.805E-6 
 10.821E+3 -20.468    -12.053E-6  1.4759     16.801E-6 
 10.824E+3 -20.466    -12.053E-6  1.4759     16.797E-6 
 10.826E+3 -20.464    -12.053E-6  1.4759     16.793E-6 
 10.829E+3 -20.462    -12.053E-6  1.4758     16.79E-6  
 10.831E+3 -20.46     -12.053E-6  1.4758     16.786E-6 
 10.834E+3 -20.458    -12.053E-6  1.4758     16.782E-6 
 10.836E+3 -20.456    -12.053E-6  1.4758     16.778E-6 
 10.839E+3 -20.454    -12.053E-6  1.4758     16.774E-6 
 10.841E+3 -20.452    -12.053E-6  1.4757     16.771E-6 
 10.844E+3 -20.45     -12.053E-6  1.4757     16.767E-6 
 10.846E+3 -20.448    -12.053E-6  1.4757     16.763E-6 
 10.849E+3 -20.446    -12.053E-6  1.4757     16.759E-6 
 10.851E+3 -20.444    -12.053E-6  1.4757     16.755E-6 
 10.854E+3 -20.442    -12.053E-6  1.4756     16.752E-6 
 10.856E+3 -20.44     -12.053E-6  1.4756     16.748E-6 
 10.859E+3 -20.438    -12.053E-6  1.4756     16.744E-6 
 10.861E+3 -20.436    -12.052E-6  1.4756     16.74E-6  
 10.864E+3 -20.434    -12.052E-6  1.4755     16.736E-6 
 10.866E+3 -20.432    -12.052E-6  1.4755     16.733E-6 
 10.869E+3 -20.43     -12.052E-6  1.4755     16.729E-6 
 10.871E+3 -20.428    -12.052E-6  1.4755     16.725E-6 
 10.874E+3 -20.426    -12.052E-6  1.4755     16.721E-6 
 10.876E+3 -20.424    -12.052E-6  1.4754     16.717E-6 
 10.879E+3 -20.422    -12.052E-6  1.4754     16.714E-6 
 10.881E+3 -20.42     -12.052E-6  1.4754     16.71E-6  
 10.884E+3 -20.418    -12.052E-6  1.4754     16.706E-6 
 10.886E+3 -20.416    -12.052E-6  1.4753     16.702E-6 
 10.889E+3 -20.414    -12.052E-6  1.4753     16.698E-6 
 10.891E+3 -20.412    -12.052E-6  1.4753     16.695E-6 
 10.894E+3 -20.41     -12.052E-6  1.4753     16.691E-6 
 10.896E+3 -20.408    -12.052E-6  1.4753     16.687E-6 
 10.899E+3 -20.406    -12.052E-6  1.4752     16.683E-6 
 10.901E+3 -20.404    -12.052E-6  1.4752     16.68E-6  
 10.904E+3 -20.402    -12.052E-6  1.4752     16.676E-6 
 10.906E+3 -20.4      -12.052E-6  1.4752     16.672E-6 
 10.909E+3 -20.398    -12.051E-6  1.4751     16.668E-6 
 10.911E+3 -20.396    -12.051E-6  1.4751     16.664E-6 
 10.914E+3 -20.394    -12.051E-6  1.4751     16.661E-6 
 10.916E+3 -20.392    -12.051E-6  1.4751     16.657E-6 
 10.919E+3 -20.39     -12.051E-6  1.4751     16.653E-6 
 10.921E+3 -20.388    -12.051E-6  1.475      16.649E-6 
 10.924E+3 -20.386    -12.051E-6  1.475      16.646E-6 
 10.926E+3 -20.384    -12.051E-6  1.475      16.642E-6 
 10.929E+3 -20.382    -12.051E-6  1.475      16.638E-6 
 10.931E+3 -20.38     -12.051E-6  1.475      16.634E-6 
 10.934E+3 -20.378    -12.051E-6  1.4749     16.63E-6  
 10.936E+3 -20.376    -12.051E-6  1.4749     16.627E-6 
 10.939E+3 -20.374    -12.051E-6  1.4749     16.623E-6 
 10.941E+3 -20.372    -12.051E-6  1.4749     16.619E-6 
 10.944E+3 -20.371    -12.051E-6  1.4748     16.615E-6 
 10.946E+3 -20.369    -12.051E-6  1.4748     16.612E-6 
 10.949E+3 -20.367    -12.051E-6  1.4748     16.608E-6 
 10.951E+3 -20.365    -12.051E-6  1.4748     16.604E-6 
 10.954E+3 -20.363    -12.051E-6  1.4748     16.6E-6   
 10.956E+3 -20.361    -12.051E-6  1.4747     16.597E-6 
 10.959E+3 -20.359    -12.05E-6   1.4747     16.593E-6 
 10.962E+3 -20.357    -12.05E-6   1.4747     16.589E-6 
 10.964E+3 -20.355    -12.05E-6   1.4747     16.585E-6 
 10.967E+3 -20.353    -12.05E-6   1.4746     16.582E-6 
 10.969E+3 -20.351    -12.05E-6   1.4746     16.578E-6 
 10.972E+3 -20.349    -12.05E-6   1.4746     16.574E-6 
 10.974E+3 -20.347    -12.05E-6   1.4746     16.57E-6  
 10.977E+3 -20.345    -12.05E-6   1.4746     16.567E-6 
 10.979E+3 -20.343    -12.05E-6   1.4745     16.563E-6 
 10.982E+3 -20.341    -12.05E-6   1.4745     16.559E-6 
 10.984E+3 -20.339    -12.05E-6   1.4745     16.555E-6 
 10.987E+3 -20.337    -12.05E-6   1.4745     16.552E-6 
 10.989E+3 -20.335    -12.05E-6   1.4744     16.548E-6 
 10.992E+3 -20.333    -12.05E-6   1.4744     16.544E-6 
 10.994E+3 -20.331    -12.05E-6   1.4744     16.54E-6  
 10.997E+3 -20.329    -12.05E-6   1.4744     16.537E-6 
 10.999E+3 -20.327    -12.05E-6   1.4744     16.533E-6 
 11.002E+3 -20.325    -12.05E-6   1.4743     16.529E-6 
 11.004E+3 -20.323    -12.05E-6   1.4743     16.525E-6 
 11.007E+3 -20.321    -12.049E-6  1.4743     16.522E-6 
 11.01E+3  -20.319    -12.049E-6  1.4743     16.518E-6 
 11.012E+3 -20.317    -12.049E-6  1.4742     16.514E-6 
 11.015E+3 -20.315    -12.049E-6  1.4742     16.51E-6  
 11.017E+3 -20.313    -12.049E-6  1.4742     16.507E-6 
 11.02E+3  -20.311    -12.049E-6  1.4742     16.503E-6 
 11.022E+3 -20.309    -12.049E-6  1.4742     16.499E-6 
 11.025E+3 -20.307    -12.049E-6  1.4741     16.495E-6 
 11.027E+3 -20.305    -12.049E-6  1.4741     16.492E-6 
 11.03E+3  -20.303    -12.049E-6  1.4741     16.488E-6 
 11.032E+3 -20.301    -12.049E-6  1.4741     16.484E-6 
 11.035E+3 -20.299    -12.049E-6  1.474      16.48E-6  
 11.037E+3 -20.297    -12.049E-6  1.474      16.477E-6 
 11.04E+3  -20.295    -12.049E-6  1.474      16.473E-6 
 11.043E+3 -20.293    -12.049E-6  1.474      16.469E-6 
 11.045E+3 -20.291    -12.049E-6  1.474      16.466E-6 
 11.048E+3 -20.289    -12.049E-6  1.4739     16.462E-6 
 11.05E+3  -20.287    -12.049E-6  1.4739     16.458E-6 
 11.053E+3 -20.285    -12.049E-6  1.4739     16.454E-6 
 11.055E+3 -20.283    -12.048E-6  1.4739     16.451E-6 
 11.058E+3 -20.281    -12.048E-6  1.4738     16.447E-6 
 11.06E+3  -20.279    -12.048E-6  1.4738     16.443E-6 
 11.063E+3 -20.277    -12.048E-6  1.4738     16.439E-6 
 11.065E+3 -20.275    -12.048E-6  1.4738     16.436E-6 
 11.068E+3 -20.273    -12.048E-6  1.4738     16.432E-6 
 11.071E+3 -20.271    -12.048E-6  1.4737     16.428E-6 
 11.073E+3 -20.269    -12.048E-6  1.4737     16.425E-6 
 11.076E+3 -20.267    -12.048E-6  1.4737     16.421E-6 
 11.078E+3 -20.266    -12.048E-6  1.4737     16.417E-6 
 11.081E+3 -20.264    -12.048E-6  1.4736     16.413E-6 
 11.083E+3 -20.262    -12.048E-6  1.4736     16.41E-6  
 11.086E+3 -20.26     -12.048E-6  1.4736     16.406E-6 
 11.088E+3 -20.258    -12.048E-6  1.4736     16.402E-6 
 11.091E+3 -20.256    -12.048E-6  1.4736     16.399E-6 
 11.094E+3 -20.254    -12.048E-6  1.4735     16.395E-6 
 11.096E+3 -20.252    -12.048E-6  1.4735     16.391E-6 
 11.099E+3 -20.25     -12.048E-6  1.4735     16.387E-6 
 11.101E+3 -20.248    -12.048E-6  1.4735     16.384E-6 
 11.104E+3 -20.246    -12.047E-6  1.4734     16.38E-6  
 11.106E+3 -20.244    -12.047E-6  1.4734     16.376E-6 
 11.109E+3 -20.242    -12.047E-6  1.4734     16.373E-6 
 11.111E+3 -20.24     -12.047E-6  1.4734     16.369E-6 
 11.114E+3 -20.238    -12.047E-6  1.4734     16.365E-6 
 11.117E+3 -20.236    -12.047E-6  1.4733     16.361E-6 
 11.119E+3 -20.234    -12.047E-6  1.4733     16.358E-6 
 11.122E+3 -20.232    -12.047E-6  1.4733     16.354E-6 
 11.124E+3 -20.23     -12.047E-6  1.4733     16.35E-6  
 11.127E+3 -20.228    -12.047E-6  1.4732     16.347E-6 
