Gnucap 2009.12.07 RCS 26.136
The Gnu Circuit Analysis Package
Never trust any version less than 1.0
Copyright 1982-2009, Albert Davis
Gnucap comes with ABSOLUTELY NO WARRANTY
This is free software, and you are welcome
to redistribute it under the terms of 
the GNU General Public License, version 3 or later.
See the file "COPYING" for details.
******************************************************************************** 
#Freq       VDB(R3)    VDB(2)     VP(R3)     VP(2)     
 1.3291E+3 -38.643    -12.24E-6   1.5592     135.72E-6 
 1.3294E+3 -38.641    -12.24E-6   1.5592     135.69E-6 
 1.3298E+3 -38.639    -12.239E-6  1.5592     135.66E-6 
 1.3301E+3 -38.637    -12.239E-6  1.5592     135.63E-6 
 1.3304E+3 -38.635    -12.239E-6  1.5592     135.6E-6  
 1.3307E+3 -38.633    -12.239E-6  1.5592     135.57E-6 
 1.331E+3  -38.631    -12.239E-6  1.5592     135.54E-6 
 1.3313E+3 -38.629    -12.239E-6  1.5592     135.51E-6 
 1.3316E+3 -38.627    -12.239E-6  1.5592     135.48E-6 
 1.3319E+3 -38.625    -12.239E-6  1.5592     135.44E-6 
 1.3322E+3 -38.623    -12.239E-6  1.5592     135.41E-6 
 1.3325E+3 -38.621    -12.239E-6  1.5592     135.38E-6 
 1.3328E+3 -38.619    -12.239E-6  1.5592     135.35E-6 
 1.3331E+3 -38.617    -12.239E-6  1.5592     135.32E-6 
 1.3334E+3 -38.615    -12.239E-6  1.5592     135.29E-6 
 1.3337E+3 -38.613    -12.239E-6  1.5592     135.26E-6 
 1.334E+3  -38.611    -12.239E-6  1.5592     135.23E-6 
 1.3344E+3 -38.609    -12.239E-6  1.5592     135.19E-6 
 1.3347E+3 -38.607    -12.239E-6  1.5592     135.16E-6 
 1.335E+3  -38.605    -12.239E-6  1.5592     135.13E-6 
 1.3353E+3 -38.603    -12.239E-6  1.5592     135.1E-6  
 1.3356E+3 -38.601    -12.239E-6  1.5592     135.07E-6 
 1.3359E+3 -38.599    -12.239E-6  1.5592     135.04E-6 
 1.3362E+3 -38.597    -12.239E-6  1.5592     135.01E-6 
 1.3365E+3 -38.595    -12.239E-6  1.5592     134.98E-6 
 1.3368E+3 -38.593    -12.239E-6  1.5592     134.95E-6 
 1.3371E+3 -38.591    -12.239E-6  1.5592     134.91E-6 
 1.3374E+3 -38.589    -12.239E-6  1.5592     134.88E-6 
 1.3377E+3 -38.587    -12.239E-6  1.5592     134.85E-6 
 1.338E+3  -38.585    -12.238E-6  1.5592     134.82E-6 
 1.3384E+3 -38.583    -12.238E-6  1.5592     134.79E-6 
 1.3387E+3 -38.581    -12.238E-6  1.5592     134.76E-6 
 1.339E+3  -38.579    -12.238E-6  1.5592     134.73E-6 
 1.3393E+3 -38.577    -12.238E-6  1.5592     134.7E-6  
 1.3396E+3 -38.575    -12.238E-6  1.5591     134.67E-6 
 1.3399E+3 -38.573    -12.238E-6  1.5591     134.64E-6 
 1.3402E+3 -38.571    -12.238E-6  1.5591     134.6E-6  
 1.3405E+3 -38.569    -12.238E-6  1.5591     134.57E-6 
 1.3408E+3 -38.567    -12.238E-6  1.5591     134.54E-6 
 1.3411E+3 -38.565    -12.238E-6  1.5591     134.51E-6 
 1.3414E+3 -38.563    -12.238E-6  1.5591     134.48E-6 
 1.3417E+3 -38.561    -12.238E-6  1.5591     134.45E-6 
 1.3421E+3 -38.559    -12.238E-6  1.5591     134.42E-6 
 1.3424E+3 -38.557    -12.238E-6  1.5591     134.39E-6 
 1.3427E+3 -38.555    -12.238E-6  1.5591     134.36E-6 
 1.343E+3  -38.553    -12.238E-6  1.5591     134.33E-6 
 1.3433E+3 -38.551    -12.238E-6  1.5591     134.3E-6  
 1.3436E+3 -38.549    -12.238E-6  1.5591     134.26E-6 
 1.3439E+3 -38.547    -12.238E-6  1.5591     134.23E-6 
 1.3442E+3 -38.545    -12.238E-6  1.5591     134.2E-6  
 1.3445E+3 -38.543    -12.238E-6  1.5591     134.17E-6 
 1.3448E+3 -38.541    -12.238E-6  1.5591     134.14E-6 
 1.3451E+3 -38.539    -12.238E-6  1.5591     134.11E-6 
 1.3455E+3 -38.537    -12.238E-6  1.5591     134.08E-6 
 1.3458E+3 -38.535    -12.238E-6  1.5591     134.05E-6 
 1.3461E+3 -38.533    -12.238E-6  1.5591     134.02E-6 
 1.3464E+3 -38.531    -12.237E-6  1.5591     133.99E-6 
 1.3467E+3 -38.529    -12.237E-6  1.5591     133.96E-6 
 1.347E+3  -38.527    -12.237E-6  1.5591     133.92E-6 
 1.3473E+3 -38.525    -12.237E-6  1.5591     133.89E-6 
 1.3476E+3 -38.523    -12.237E-6  1.5591     133.86E-6 
 1.3479E+3 -38.521    -12.237E-6  1.5591     133.83E-6 
 1.3482E+3 -38.519    -12.237E-6  1.5591     133.8E-6  
 1.3486E+3 -38.517    -12.237E-6  1.5591     133.77E-6 
 1.3489E+3 -38.515    -12.237E-6  1.5591     133.74E-6 
 1.3492E+3 -38.513    -12.237E-6  1.5591     133.71E-6 
 1.3495E+3 -38.511    -12.237E-6  1.5591     133.68E-6 
 1.3498E+3 -38.509    -12.237E-6  1.5591     133.65E-6 
 1.3501E+3 -38.507    -12.237E-6  1.5591     133.62E-6 
 1.3504E+3 -38.505    -12.237E-6  1.5591     133.59E-6 
 1.3507E+3 -38.503    -12.237E-6  1.559      133.56E-6 
 1.351E+3  -38.501    -12.237E-6  1.559      133.52E-6 
 1.3514E+3 -38.499    -12.237E-6  1.559      133.49E-6 
 1.3517E+3 -38.497    -12.237E-6  1.559      133.46E-6 
 1.352E+3  -38.495    -12.237E-6  1.559      133.43E-6 
 1.3523E+3 -38.493    -12.237E-6  1.559      133.4E-6  
 1.3526E+3 -38.491    -12.237E-6  1.559      133.37E-6 
 1.3529E+3 -38.489    -12.237E-6  1.559      133.34E-6 
 1.3532E+3 -38.487    -12.237E-6  1.559      133.31E-6 
 1.3535E+3 -38.485    -12.237E-6  1.559      133.28E-6 
 1.3538E+3 -38.483    -12.237E-6  1.559      133.25E-6 
 1.3542E+3 -38.481    -12.237E-6  1.559      133.22E-6 
 1.3545E+3 -38.479    -12.237E-6  1.559      133.19E-6 
 1.3548E+3 -38.477    -12.236E-6  1.559      133.16E-6 
 1.3551E+3 -38.475    -12.236E-6  1.559      133.13E-6 
 1.3554E+3 -38.473    -12.236E-6  1.559      133.09E-6 
 1.3557E+3 -38.471    -12.236E-6  1.559      133.06E-6 
 1.356E+3  -38.469    -12.236E-6  1.559      133.03E-6 
 1.3563E+3 -38.467    -12.236E-6  1.559      133.E-6   
 1.3567E+3 -38.465    -12.236E-6  1.559      132.97E-6 
 1.357E+3  -38.463    -12.236E-6  1.559      132.94E-6 
 1.3573E+3 -38.461    -12.236E-6  1.559      132.91E-6 
 1.3576E+3 -38.459    -12.236E-6  1.559      132.88E-6 
 1.3579E+3 -38.457    -12.236E-6  1.559      132.85E-6 
 1.3582E+3 -38.455    -12.236E-6  1.559      132.82E-6 
 1.3585E+3 -38.453    -12.236E-6  1.559      132.79E-6 
 1.3588E+3 -38.451    -12.236E-6  1.559      132.76E-6 
 1.3592E+3 -38.449    -12.236E-6  1.559      132.73E-6 
 1.3595E+3 -38.447    -12.236E-6  1.559      132.7E-6  
 1.3598E+3 -38.445    -12.236E-6  1.559      132.67E-6 
 1.3601E+3 -38.443    -12.236E-6  1.559      132.64E-6 
 1.3604E+3 -38.441    -12.236E-6  1.559      132.61E-6 
 1.3607E+3 -38.439    -12.236E-6  1.559      132.58E-6 
 1.361E+3  -38.437    -12.236E-6  1.559      132.54E-6 
 1.3614E+3 -38.435    -12.236E-6  1.559      132.51E-6 
 1.3617E+3 -38.433    -12.236E-6  1.559      132.48E-6 
 1.362E+3  -38.431    -12.236E-6  1.5589     132.45E-6 
 1.3623E+3 -38.429    -12.236E-6  1.5589     132.42E-6 
 1.3626E+3 -38.427    -12.236E-6  1.5589     132.39E-6 
 1.3629E+3 -38.425    -12.236E-6  1.5589     132.36E-6 
 1.3632E+3 -38.423    -12.236E-6  1.5589     132.33E-6 
 1.3635E+3 -38.421    -12.235E-6  1.5589     132.3E-6  
 1.3639E+3 -38.419    -12.235E-6  1.5589     132.27E-6 
 1.3642E+3 -38.417    -12.235E-6  1.5589     132.24E-6 
 1.3645E+3 -38.415    -12.235E-6  1.5589     132.21E-6 
 1.3648E+3 -38.413    -12.235E-6  1.5589     132.18E-6 
 1.3651E+3 -38.411    -12.235E-6  1.5589     132.15E-6 
 1.3654E+3 -38.409    -12.235E-6  1.5589     132.12E-6 
 1.3657E+3 -38.407    -12.235E-6  1.5589     132.09E-6 
 1.3661E+3 -38.405    -12.235E-6  1.5589     132.06E-6 
 1.3664E+3 -38.403    -12.235E-6  1.5589     132.03E-6 
 1.3667E+3 -38.401    -12.235E-6  1.5589     132.E-6   
 1.367E+3  -38.399    -12.235E-6  1.5589     131.97E-6 
 1.3673E+3 -38.397    -12.235E-6  1.5589     131.94E-6 
 1.3676E+3 -38.395    -12.235E-6  1.5589     131.91E-6 
 1.3679E+3 -38.393    -12.235E-6  1.5589     131.88E-6 
 1.3683E+3 -38.391    -12.235E-6  1.5589     131.84E-6 
 1.3686E+3 -38.389    -12.235E-6  1.5589     131.81E-6 
 1.3689E+3 -38.387    -12.235E-6  1.5589     131.78E-6 
 1.3692E+3 -38.385    -12.235E-6  1.5589     131.75E-6 
 1.3695E+3 -38.383    -12.235E-6  1.5589     131.72E-6 
 1.3698E+3 -38.381    -12.235E-6  1.5589     131.69E-6 
 1.3702E+3 -38.379    -12.235E-6  1.5589     131.66E-6 
 1.3705E+3 -38.377    -12.235E-6  1.5589     131.63E-6 
 1.3708E+3 -38.375    -12.235E-6  1.5589     131.6E-6  
 1.3711E+3 -38.373    -12.235E-6  1.5589     131.57E-6 
 1.3714E+3 -38.371    -12.235E-6  1.5589     131.54E-6 
 1.3717E+3 -38.369    -12.235E-6  1.5589     131.51E-6 
 1.3721E+3 -38.367    -12.235E-6  1.5589     131.48E-6 
 1.3724E+3 -38.365    -12.234E-6  1.5589     131.45E-6 
 1.3727E+3 -38.363    -12.234E-6  1.5589     131.42E-6 
 1.373E+3  -38.361    -12.234E-6  1.5589     131.39E-6 
 1.3733E+3 -38.359    -12.234E-6  1.5588     131.36E-6 
 1.3736E+3 -38.357    -12.234E-6  1.5588     131.33E-6 
 1.3739E+3 -38.355    -12.234E-6  1.5588     131.3E-6  
 1.3743E+3 -38.353    -12.234E-6  1.5588     131.27E-6 
 1.3746E+3 -38.351    -12.234E-6  1.5588     131.24E-6 
 1.3749E+3 -38.349    -12.234E-6  1.5588     131.21E-6 
 1.3752E+3 -38.347    -12.234E-6  1.5588     131.18E-6 
 1.3755E+3 -38.345    -12.234E-6  1.5588     131.15E-6 
 1.3758E+3 -38.343    -12.234E-6  1.5588     131.12E-6 
 1.3762E+3 -38.341    -12.234E-6  1.5588     131.09E-6 
 1.3765E+3 -38.339    -12.234E-6  1.5588     131.06E-6 
 1.3768E+3 -38.337    -12.234E-6  1.5588     131.03E-6 
 1.3771E+3 -38.335    -12.234E-6  1.5588     131.E-6   
 1.3774E+3 -38.333    -12.234E-6  1.5588     130.97E-6 
 1.3777E+3 -38.331    -12.234E-6  1.5588     130.94E-6 
 1.3781E+3 -38.329    -12.234E-6  1.5588     130.91E-6 
 1.3784E+3 -38.327    -12.234E-6  1.5588     130.88E-6 
 1.3787E+3 -38.325    -12.234E-6  1.5588     130.85E-6 
 1.379E+3  -38.323    -12.234E-6  1.5588     130.82E-6 
 1.3793E+3 -38.321    -12.234E-6  1.5588     130.79E-6 
 1.3797E+3 -38.319    -12.234E-6  1.5588     130.76E-6 
 1.38E+3   -38.317    -12.234E-6  1.5588     130.73E-6 
 1.3803E+3 -38.315    -12.234E-6  1.5588     130.7E-6  
 1.3806E+3 -38.313    -12.234E-6  1.5588     130.67E-6 
 1.3809E+3 -38.311    -12.234E-6  1.5588     130.64E-6 
 1.3812E+3 -38.309    -12.234E-6  1.5588     130.61E-6 
 1.3816E+3 -38.307    -12.233E-6  1.5588     130.58E-6 
 1.3819E+3 -38.305    -12.233E-6  1.5588     130.55E-6 
 1.3822E+3 -38.303    -12.233E-6  1.5588     130.52E-6 
 1.3825E+3 -38.301    -12.233E-6  1.5588     130.49E-6 
 1.3828E+3 -38.299    -12.233E-6  1.5588     130.46E-6 
 1.3832E+3 -38.297    -12.233E-6  1.5588     130.43E-6 
 1.3835E+3 -38.295    -12.233E-6  1.5588     130.4E-6  
 1.3838E+3 -38.293    -12.233E-6  1.5588     130.37E-6 
 1.3841E+3 -38.291    -12.233E-6  1.5588     130.34E-6 
 1.3844E+3 -38.289    -12.233E-6  1.5587     130.31E-6 
 1.3847E+3 -38.287    -12.233E-6  1.5587     130.28E-6 
 1.3851E+3 -38.285    -12.233E-6  1.5587     130.25E-6 
 1.3854E+3 -38.283    -12.233E-6  1.5587     130.22E-6 
 1.3857E+3 -38.281    -12.233E-6  1.5587     130.19E-6 
 1.386E+3  -38.279    -12.233E-6  1.5587     130.16E-6 
 1.3863E+3 -38.277    -12.233E-6  1.5587     130.13E-6 
 1.3867E+3 -38.275    -12.233E-6  1.5587     130.1E-6  
 1.387E+3  -38.273    -12.233E-6  1.5587     130.07E-6 
 1.3873E+3 -38.271    -12.233E-6  1.5587     130.04E-6 
 1.3876E+3 -38.269    -12.233E-6  1.5587     130.01E-6 
 1.3879E+3 -38.267    -12.233E-6  1.5587     129.98E-6 
 1.3883E+3 -38.265    -12.233E-6  1.5587     129.95E-6 
 1.3886E+3 -38.263    -12.233E-6  1.5587     129.92E-6 
 1.3889E+3 -38.261    -12.233E-6  1.5587     129.89E-6 
 1.3892E+3 -38.259    -12.233E-6  1.5587     129.86E-6 
 1.3895E+3 -38.257    -12.233E-6  1.5587     129.83E-6 
 1.3899E+3 -38.255    -12.233E-6  1.5587     129.8E-6  
 1.3902E+3 -38.253    -12.233E-6  1.5587     129.77E-6 
 1.3905E+3 -38.251    -12.233E-6  1.5587     129.74E-6 
 1.3908E+3 -38.249    -12.232E-6  1.5587     129.71E-6 
 1.3911E+3 -38.247    -12.232E-6  1.5587     129.68E-6 
 1.3915E+3 -38.245    -12.232E-6  1.5587     129.65E-6 
 1.3918E+3 -38.243    -12.232E-6  1.5587     129.62E-6 
 1.3921E+3 -38.241    -12.232E-6  1.5587     129.59E-6 
 1.3924E+3 -38.239    -12.232E-6  1.5587     129.56E-6 
 1.3927E+3 -38.237    -12.232E-6  1.5587     129.53E-6 
 1.3931E+3 -38.235    -12.232E-6  1.5587     129.5E-6  
 1.3934E+3 -38.233    -12.232E-6  1.5587     129.47E-6 
 1.3937E+3 -38.231    -12.232E-6  1.5587     129.44E-6 
 1.394E+3  -38.229    -12.232E-6  1.5587     129.41E-6 
 1.3943E+3 -38.227    -12.232E-6  1.5587     129.38E-6 
 1.3947E+3 -38.225    -12.232E-6  1.5587     129.35E-6 
 1.395E+3  -38.223    -12.232E-6  1.5587     129.32E-6 
 1.3953E+3 -38.221    -12.232E-6  1.5587     129.29E-6 
 1.3956E+3 -38.219    -12.232E-6  1.5586     129.26E-6 
 1.396E+3  -38.217    -12.232E-6  1.5586     129.23E-6 
 1.3963E+3 -38.215    -12.232E-6  1.5586     129.2E-6  
 1.3966E+3 -38.213    -12.232E-6  1.5586     129.17E-6 
 1.3969E+3 -38.211    -12.232E-6  1.5586     129.14E-6 
 1.3972E+3 -38.209    -12.232E-6  1.5586     129.11E-6 
 1.3976E+3 -38.207    -12.232E-6  1.5586     129.08E-6 
 1.3979E+3 -38.205    -12.232E-6  1.5586     129.05E-6 
 1.3982E+3 -38.203    -12.232E-6  1.5586     129.02E-6 
 1.3985E+3 -38.201    -12.232E-6  1.5586     128.99E-6 
 1.3988E+3 -38.199    -12.232E-6  1.5586     128.96E-6 
 1.3992E+3 -38.197    -12.232E-6  1.5586     128.93E-6 
 1.3995E+3 -38.195    -12.232E-6  1.5586     128.9E-6  
 1.3998E+3 -38.193    -12.232E-6  1.5586     128.87E-6 
 1.4001E+3 -38.191    -12.231E-6  1.5586     128.84E-6 
 1.4005E+3 -38.189    -12.231E-6  1.5586     128.81E-6 
 1.4008E+3 -38.187    -12.231E-6  1.5586     128.79E-6 
 1.4011E+3 -38.185    -12.231E-6  1.5586     128.76E-6 
 1.4014E+3 -38.183    -12.231E-6  1.5586     128.73E-6 
 1.4017E+3 -38.181    -12.231E-6  1.5586     128.7E-6  
 1.4021E+3 -38.179    -12.231E-6  1.5586     128.67E-6 
 1.4024E+3 -38.177    -12.231E-6  1.5586     128.64E-6 
 1.4027E+3 -38.175    -12.231E-6  1.5586     128.61E-6 
 1.403E+3  -38.173    -12.231E-6  1.5586     128.58E-6 
 1.4034E+3 -38.171    -12.231E-6  1.5586     128.55E-6 
 1.4037E+3 -38.169    -12.231E-6  1.5586     128.52E-6 
 1.404E+3  -38.167    -12.231E-6  1.5586     128.49E-6 
 1.4043E+3 -38.165    -12.231E-6  1.5586     128.46E-6 
 1.4047E+3 -38.163    -12.231E-6  1.5586     128.43E-6 
 1.405E+3  -38.161    -12.231E-6  1.5586     128.4E-6  
 1.4053E+3 -38.159    -12.231E-6  1.5586     128.37E-6 
 1.4056E+3 -38.157    -12.231E-6  1.5586     128.34E-6 
 1.406E+3  -38.155    -12.231E-6  1.5586     128.31E-6 
 1.4063E+3 -38.153    -12.231E-6  1.5586     128.28E-6 
 1.4066E+3 -38.151    -12.231E-6  1.5586     128.25E-6 
 1.4069E+3 -38.149    -12.231E-6  1.5585     128.22E-6 
 1.4072E+3 -38.147    -12.231E-6  1.5585     128.19E-6 
 1.4076E+3 -38.145    -12.231E-6  1.5585     128.16E-6 
 1.4079E+3 -38.143    -12.231E-6  1.5585     128.13E-6 
 1.4082E+3 -38.141    -12.231E-6  1.5585     128.1E-6  
 1.4085E+3 -38.139    -12.231E-6  1.5585     128.08E-6 
 1.4089E+3 -38.137    -12.231E-6  1.5585     128.05E-6 
 1.4092E+3 -38.135    -12.231E-6  1.5585     128.02E-6 
 1.4095E+3 -38.133    -12.23E-6   1.5585     127.99E-6 
 1.4098E+3 -38.131    -12.23E-6   1.5585     127.96E-6 
 1.4102E+3 -38.129    -12.23E-6   1.5585     127.93E-6 
 1.4105E+3 -38.127    -12.23E-6   1.5585     127.9E-6  
 1.4108E+3 -38.125    -12.23E-6   1.5585     127.87E-6 
 1.4111E+3 -38.123    -12.23E-6   1.5585     127.84E-6 
 1.4115E+3 -38.121    -12.23E-6   1.5585     127.81E-6 
 1.4118E+3 -38.119    -12.23E-6   1.5585     127.78E-6 
 1.4121E+3 -38.117    -12.23E-6   1.5585     127.75E-6 
 1.4124E+3 -38.115    -12.23E-6   1.5585     127.72E-6 
 1.4128E+3 -38.113    -12.23E-6   1.5585     127.69E-6 
 1.4131E+3 -38.111    -12.23E-6   1.5585     127.66E-6 
 1.4134E+3 -38.109    -12.23E-6   1.5585     127.63E-6 
 1.4137E+3 -38.107    -12.23E-6   1.5585     127.6E-6  
 1.4141E+3 -38.105    -12.23E-6   1.5585     127.58E-6 
 1.4144E+3 -38.103    -12.23E-6   1.5585     127.55E-6 
 1.4147E+3 -38.101    -12.23E-6   1.5585     127.52E-6 
 1.415E+3  -38.099    -12.23E-6   1.5585     127.49E-6 
 1.4154E+3 -38.097    -12.23E-6   1.5585     127.46E-6 
 1.4157E+3 -38.095    -12.23E-6   1.5585     127.43E-6 
 1.416E+3  -38.093    -12.23E-6   1.5585     127.4E-6  
 1.4163E+3 -38.091    -12.23E-6   1.5585     127.37E-6 
 1.4167E+3 -38.089    -12.23E-6   1.5585     127.34E-6 
 1.417E+3  -38.087    -12.23E-6   1.5585     127.31E-6 
 1.4173E+3 -38.085    -12.23E-6   1.5585     127.28E-6 
 1.4177E+3 -38.083    -12.23E-6   1.5585     127.25E-6 
 1.418E+3  -38.081    -12.23E-6   1.5585     127.22E-6 
 1.4183E+3 -38.079    -12.23E-6   1.5584     127.19E-6 
 1.4186E+3 -38.077    -12.23E-6   1.5584     127.16E-6 
 1.419E+3  -38.075    -12.23E-6   1.5584     127.14E-6 
 1.4193E+3 -38.073    -12.229E-6  1.5584     127.11E-6 
 1.4196E+3 -38.071    -12.229E-6  1.5584     127.08E-6 
 1.4199E+3 -38.069    -12.229E-6  1.5584     127.05E-6 
 1.4203E+3 -38.067    -12.229E-6  1.5584     127.02E-6 
 1.4206E+3 -38.065    -12.229E-6  1.5584     126.99E-6 
 1.4209E+3 -38.063    -12.229E-6  1.5584     126.96E-6 
 1.4212E+3 -38.061    -12.229E-6  1.5584     126.93E-6 
 1.4216E+3 -38.059    -12.229E-6  1.5584     126.9E-6  
 1.4219E+3 -38.057    -12.229E-6  1.5584     126.87E-6 
 1.4222E+3 -38.055    -12.229E-6  1.5584     126.84E-6 
 1.4226E+3 -38.053    -12.229E-6  1.5584     126.81E-6 
 1.4229E+3 -38.051    -12.229E-6  1.5584     126.78E-6 
 1.4232E+3 -38.049    -12.229E-6  1.5584     126.76E-6 
 1.4235E+3 -38.047    -12.229E-6  1.5584     126.73E-6 
 1.4239E+3 -38.045    -12.229E-6  1.5584     126.7E-6  
 1.4242E+3 -38.043    -12.229E-6  1.5584     126.67E-6 
 1.4245E+3 -38.041    -12.229E-6  1.5584     126.64E-6 
 1.4249E+3 -38.039    -12.229E-6  1.5584     126.61E-6 
 1.4252E+3 -38.037    -12.229E-6  1.5584     126.58E-6 
 1.4255E+3 -38.035    -12.229E-6  1.5584     126.55E-6 
 1.4258E+3 -38.033    -12.229E-6  1.5584     126.52E-6 
 1.4262E+3 -38.031    -12.229E-6  1.5584     126.49E-6 
 1.4265E+3 -38.029    -12.229E-6  1.5584     126.46E-6 
 1.4268E+3 -38.027    -12.229E-6  1.5584     126.44E-6 
 1.4272E+3 -38.025    -12.229E-6  1.5584     126.41E-6 
 1.4275E+3 -38.023    -12.229E-6  1.5584     126.38E-6 
 1.4278E+3 -38.021    -12.229E-6  1.5584     126.35E-6 
 1.4281E+3 -38.019    -12.229E-6  1.5584     126.32E-6 
 1.4285E+3 -38.017    -12.229E-6  1.5584     126.29E-6 
 1.4288E+3 -38.015    -12.229E-6  1.5584     126.26E-6 
 1.4291E+3 -38.013    -12.229E-6  1.5584     126.23E-6 
 1.4295E+3 -38.011    -12.228E-6  1.5583     126.2E-6  
 1.4298E+3 -38.009    -12.228E-6  1.5583     126.17E-6 
 1.4301E+3 -38.007    -12.228E-6  1.5583     126.14E-6 
 1.4304E+3 -38.005    -12.228E-6  1.5583     126.12E-6 
 1.4308E+3 -38.003    -12.228E-6  1.5583     126.09E-6 
 1.4311E+3 -38.001    -12.228E-6  1.5583     126.06E-6 
 1.4314E+3 -37.999    -12.228E-6  1.5583     126.03E-6 
 1.4318E+3 -37.997    -12.228E-6  1.5583     126.E-6   
 1.4321E+3 -37.995    -12.228E-6  1.5583     125.97E-6 
 1.4324E+3 -37.993    -12.228E-6  1.5583     125.94E-6 
 1.4327E+3 -37.991    -12.228E-6  1.5583     125.91E-6 
 1.4331E+3 -37.989    -12.228E-6  1.5583     125.88E-6 
 1.4334E+3 -37.987    -12.228E-6  1.5583     125.85E-6 
 1.4337E+3 -37.985    -12.228E-6  1.5583     125.83E-6 
 1.4341E+3 -37.983    -12.228E-6  1.5583     125.8E-6  
 1.4344E+3 -37.981    -12.228E-6  1.5583     125.77E-6 
 1.4347E+3 -37.979    -12.228E-6  1.5583     125.74E-6 
 1.4351E+3 -37.977    -12.228E-6  1.5583     125.71E-6 
 1.4354E+3 -37.975    -12.228E-6  1.5583     125.68E-6 
 1.4357E+3 -37.973    -12.228E-6  1.5583     125.65E-6 
 1.4361E+3 -37.971    -12.228E-6  1.5583     125.62E-6 
 1.4364E+3 -37.969    -12.228E-6  1.5583     125.59E-6 
 1.4367E+3 -37.967    -12.228E-6  1.5583     125.56E-6 
 1.437E+3  -37.965    -12.228E-6  1.5583     125.54E-6 
 1.4374E+3 -37.963    -12.228E-6  1.5583     125.51E-6 
 1.4377E+3 -37.961    -12.228E-6  1.5583     125.48E-6 
 1.438E+3  -37.959    -12.228E-6  1.5583     125.45E-6 
 1.4384E+3 -37.957    -12.228E-6  1.5583     125.42E-6 
 1.4387E+3 -37.955    -12.228E-6  1.5583     125.39E-6 
 1.439E+3  -37.953    -12.228E-6  1.5583     125.36E-6 
 1.4394E+3 -37.951    -12.227E-6  1.5583     125.33E-6 
 1.4397E+3 -37.949    -12.227E-6  1.5583     125.31E-6 
 1.44E+3   -37.947    -12.227E-6  1.5583     125.28E-6 
 1.4404E+3 -37.945    -12.227E-6  1.5583     125.25E-6 
 1.4407E+3 -37.943    -12.227E-6  1.5582     125.22E-6 
 1.441E+3  -37.941    -12.227E-6  1.5582     125.19E-6 
 1.4414E+3 -37.939    -12.227E-6  1.5582     125.16E-6 
 1.4417E+3 -37.937    -12.227E-6  1.5582     125.13E-6 
 1.442E+3  -37.935    -12.227E-6  1.5582     125.1E-6  
 1.4423E+3 -37.933    -12.227E-6  1.5582     125.07E-6 
 1.4427E+3 -37.931    -12.227E-6  1.5582     125.05E-6 
 1.443E+3  -37.929    -12.227E-6  1.5582     125.02E-6 
 1.4433E+3 -37.927    -12.227E-6  1.5582     124.99E-6 
 1.4437E+3 -37.925    -12.227E-6  1.5582     124.96E-6 
 1.444E+3  -37.923    -12.227E-6  1.5582     124.93E-6 
 1.4443E+3 -37.921    -12.227E-6  1.5582     124.9E-6  
 1.4447E+3 -37.919    -12.227E-6  1.5582     124.87E-6 
 1.445E+3  -37.917    -12.227E-6  1.5582     124.84E-6 
 1.4453E+3 -37.915    -12.227E-6  1.5582     124.82E-6 
 1.4457E+3 -37.913    -12.227E-6  1.5582     124.79E-6 
 1.446E+3  -37.911    -12.227E-6  1.5582     124.76E-6 
 1.4463E+3 -37.909    -12.227E-6  1.5582     124.73E-6 
 1.4467E+3 -37.907    -12.227E-6  1.5582     124.7E-6  
 1.447E+3  -37.905    -12.227E-6  1.5582     124.67E-6 
 1.4473E+3 -37.903    -12.227E-6  1.5582     124.64E-6 
 1.4477E+3 -37.901    -12.227E-6  1.5582     124.61E-6 
 1.448E+3  -37.899    -12.227E-6  1.5582     124.59E-6 
 1.4483E+3 -37.897    -12.227E-6  1.5582     124.56E-6 
 1.4487E+3 -37.895    -12.227E-6  1.5582     124.53E-6 
 1.449E+3  -37.893    -12.227E-6  1.5582     124.5E-6  
 1.4493E+3 -37.891    -12.227E-6  1.5582     124.47E-6 
 1.4497E+3 -37.889    -12.226E-6  1.5582     124.44E-6 
 1.45E+3   -37.887    -12.226E-6  1.5582     124.41E-6 
 1.4503E+3 -37.885    -12.226E-6  1.5582     124.39E-6 
 1.4507E+3 -37.883    -12.226E-6  1.5582     124.36E-6 
 1.451E+3  -37.881    -12.226E-6  1.5582     124.33E-6 
 1.4513E+3 -37.879    -12.226E-6  1.5582     124.3E-6  
 1.4517E+3 -37.877    -12.226E-6  1.5582     124.27E-6 
 1.452E+3  -37.875    -12.226E-6  1.5581     124.24E-6 
 1.4523E+3 -37.873    -12.226E-6  1.5581     124.21E-6 
 1.4527E+3 -37.871    -12.226E-6  1.5581     124.19E-6 
 1.453E+3  -37.869    -12.226E-6  1.5581     124.16E-6 
 1.4533E+3 -37.867    -12.226E-6  1.5581     124.13E-6 
 1.4537E+3 -37.865    -12.226E-6  1.5581     124.1E-6  
 1.454E+3  -37.863    -12.226E-6  1.5581     124.07E-6 
 1.4544E+3 -37.861    -12.226E-6  1.5581     124.04E-6 
 1.4547E+3 -37.859    -12.226E-6  1.5581     124.01E-6 
 1.455E+3  -37.857    -12.226E-6  1.5581     123.99E-6 
 1.4554E+3 -37.855    -12.226E-6  1.5581     123.96E-6 
 1.4557E+3 -37.853    -12.226E-6  1.5581     123.93E-6 
 1.456E+3  -37.851    -12.226E-6  1.5581     123.9E-6  
